timestamp,code_hash,L,seed,g,chi,delta,M_tot,eta_M,omega_M,T_max,snap,event_log,status,wall_s
2026-06-16T13:00:10,cf03fe577c,128,0,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.503
2026-06-16T13:00:29,cf03fe577c,128,1,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.549
2026-06-16T13:00:49,cf03fe577c,128,2,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.295
2026-06-16T13:01:09,cf03fe577c,128,3,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.951
2026-06-16T13:01:29,cf03fe577c,128,4,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.814
2026-06-16T13:01:49,cf03fe577c,128,5,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.78
2026-06-16T13:02:09,cf03fe577c,128,6,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.05
2026-06-16T13:02:29,cf03fe577c,128,7,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.866
2026-06-16T13:02:48,cf03fe577c,128,8,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.31
2026-06-16T13:03:08,cf03fe577c,128,9,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.208
2026-06-16T13:03:28,cf03fe577c,128,10,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.047
2026-06-16T13:03:48,cf03fe577c,128,11,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.743
2026-06-16T13:04:06,cf03fe577c,128,12,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,18.214
2026-06-16T13:04:25,cf03fe577c,128,13,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,18.733
2026-06-16T13:04:43,cf03fe577c,128,14,1.2,39.3216,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,18.182
2026-06-16T13:05:03,cf03fe577c,128,0,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.794
2026-06-16T13:05:23,cf03fe577c,128,1,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.324
2026-06-16T13:05:43,cf03fe577c,128,2,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.904
2026-06-16T13:06:03,cf03fe577c,128,3,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.053
2026-06-16T13:06:23,cf03fe577c,128,4,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.982
2026-06-16T13:06:44,cf03fe577c,128,5,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.229
2026-06-16T13:07:04,cf03fe577c,128,6,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.99
2026-06-16T13:07:24,cf03fe577c,128,7,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.09
2026-06-16T13:07:44,cf03fe577c,128,8,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.243
2026-06-16T13:08:04,cf03fe577c,128,9,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.856
2026-06-16T13:08:24,cf03fe577c,128,10,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.847
2026-06-16T13:08:44,cf03fe577c,128,11,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.255
2026-06-16T13:09:04,cf03fe577c,128,12,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.597
2026-06-16T13:09:24,cf03fe577c,128,13,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.349
2026-06-16T13:09:44,cf03fe577c,128,14,1.5,49.152,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.065
2026-06-16T13:10:02,cf03fe577c,128,0,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,18.373
2026-06-16T13:10:21,cf03fe577c,128,1,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.102
2026-06-16T13:10:42,cf03fe577c,128,2,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.664
2026-06-16T13:11:02,cf03fe577c,128,3,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.014
2026-06-16T13:11:22,cf03fe577c,128,4,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.123
2026-06-16T13:11:42,cf03fe577c,128,5,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.195
2026-06-16T13:12:03,cf03fe577c,128,6,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.21
2026-06-16T13:12:22,cf03fe577c,128,7,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.541
2026-06-16T13:12:42,cf03fe577c,128,8,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.37
2026-06-16T13:13:02,cf03fe577c,128,9,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.619
2026-06-16T13:13:22,cf03fe577c,128,10,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.641
2026-06-16T13:13:42,cf03fe577c,128,11,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.91
2026-06-16T13:14:01,cf03fe577c,128,12,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.582
2026-06-16T13:14:21,cf03fe577c,128,13,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.638
2026-06-16T13:14:41,cf03fe577c,128,14,2.0,65.536,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.282
2026-06-16T13:15:02,cf03fe577c,128,0,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,20.478
2026-06-16T13:15:21,cf03fe577c,128,1,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.504
2026-06-16T13:15:42,cf03fe577c,128,2,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,20.722
2026-06-16T13:16:02,cf03fe577c,128,3,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,20.536
2026-06-16T13:16:22,cf03fe577c,128,4,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.398
2026-06-16T13:16:42,cf03fe577c,128,5,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,20.007
2026-06-16T13:17:02,cf03fe577c,128,6,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,20.692
2026-06-16T13:17:22,cf03fe577c,128,7,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.769
2026-06-16T13:17:42,cf03fe577c,128,8,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.98
2026-06-16T13:18:02,cf03fe577c,128,9,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.965
2026-06-16T13:18:23,cf03fe577c,128,10,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,20.402
2026-06-16T13:18:42,cf03fe577c,128,11,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.675
2026-06-16T13:19:02,cf03fe577c,128,12,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.425
2026-06-16T13:19:22,cf03fe577c,128,13,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.863
2026-06-16T13:19:41,cf03fe577c,128,14,3.0,98.304,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.547
